#water:128, A2:5
474 atoms
3 atom types
  -23.08    22.76 xlo xhi
  -22.93    22.39 ylo yhi
  -22.94    23.04 zlo zhi

Masses

1 12.0107  # C
2  1.0080  # H
3 15.9994  # O

Atoms  # charge

     1   3 0.0             3.377052       16.366624       20.514885
     2   2 0.0             2.573432       16.562272       21.042904
     3   2 0.0             3.991910       15.930604       21.143155
     4   3 0.0            17.548629       -0.490387       19.634587
     5   2 0.0            17.234935       -1.242991       19.088628
     6   2 0.0            18.090469        0.055138       19.024914
     7   3 0.0            20.535540        4.114778       -2.561418
     8   2 0.0            21.267787        3.497290       -2.348319
     9   2 0.0            20.605413        4.829518       -1.892723
    10   3 0.0             1.098426       16.206331       15.124765
    11   2 0.0             0.489484       16.938301       14.887493
    12   2 0.0             1.966040       16.467662       14.748150
    13   3 0.0            11.042440      -15.907334       12.054557
    14   2 0.0            11.929786      -15.488915       12.033817
    15   2 0.0            10.914119      -16.271853       11.152588
    16   3 0.0             2.051767       18.864292       17.046188
    17   2 0.0             1.840703       17.926061       17.241286
    18   2 0.0             2.151259       19.288704       17.925315
    19   3 0.0             6.423781      -10.998040      -14.057647
    20   2 0.0             5.829669      -11.701336      -13.718096
    21   2 0.0             7.291690      -11.438823      -14.181475
    22   3 0.0             1.998874      -18.846673        6.207583
    23   2 0.0             1.314181      -18.282320        5.788550
    24   2 0.0             2.574815      -19.136141        5.467725
    25   3 0.0            13.586935        7.323202       15.196425
    26   2 0.0            14.257618        6.609455       15.136109
    27   2 0.0            13.980654        7.989169       15.800048
    28   3 0.0           -19.302809      -17.542162       14.100362
    29   2 0.0           -19.647377      -18.022566       14.883543
    30   2 0.0           -20.100397      -17.294004       13.585427
    31   3 0.0            16.555008        6.771921      -21.846666
    32   2 0.0            16.509011        7.508545      -22.493318
    33   2 0.0            16.591930        5.957967      -22.393477
    34   3 0.0             5.946438       -9.130440      -10.640881
    35   2 0.0             6.869787       -8.804343      -10.703937
    36   2 0.0             5.996947       -9.921008      -10.061796
    37   3 0.0             5.988013       15.852925       13.825182
    38   2 0.0             5.121043       15.416895       13.679819
    39   2 0.0             5.781787       16.656084       14.349867
    40   3 0.0            12.799385        1.463715        0.164644
    41   2 0.0            13.480355        2.142906       -0.029951
    42   2 0.0            12.175635        1.507762       -0.591586
    43   3 0.0           -15.563276        4.542565        4.572108
    44   2 0.0           -15.858467        5.230708        5.206309
    45   2 0.0           -15.491975        5.007102        3.710708
    46   3 0.0             2.150345      -13.452381       16.893782
    47   2 0.0             1.871740      -12.772822       16.243039
    48   2 0.0             2.406940      -14.229759       16.352735
    49   3 0.0            17.535710      -11.999510       19.561702
    50   2 0.0            17.724086      -11.624669       20.448774
    51   2 0.0            17.815527      -11.303602       18.929008
    52   3 0.0             5.280091       -1.399027       21.571721
    53   2 0.0             6.071962       -1.338776       22.148087
    54   2 0.0             4.905191       -0.492248       21.562280
    55   3 0.0           -18.959240       15.183593       -3.693418
    56   2 0.0           -18.990167       14.347323       -3.180989
    57   2 0.0           -18.847574       15.888373       -3.019842
    58   3 0.0           -13.730002        0.083437      -15.637146
    59   2 0.0           -14.591990        0.543810      -15.548136
    60   2 0.0           -13.961380       -0.854349      -15.810089
    61   3 0.0            -4.180790      -12.422776      -18.253900
    62   2 0.0            -3.228645      -12.429144      -18.491109
