# box_length 50 A CH4:20, O2:100
300 atoms
3 atom types
  -25.14    24.71 xlo xhi
  -25.15    24.75 ylo yhi
  -25.15    25.25 zlo zhi

Masses

1 12.0107  # C
2  1.0080  # H
3 15.9994  # O

Atoms  # charge

    59   2 0.0            -5.126154      -10.864272      -23.249603
    60   2 0.0            -4.165836       -9.430367      -22.807662
    61   1 0.0            12.841019      -20.374674       -6.899400
    62   2 0.0            12.831846      -21.216719       -7.592926
    63   2 0.0            13.209495      -19.485141       -7.412294
    64   2 0.0            11.828783      -20.191816       -6.536021
    65   2 0.0            13.493954      -20.605019       -6.056357
    66   1 0.0            16.012484       17.857536       -5.720417
    67   2 0.0            16.120188       18.022287       -4.647402
    68   2 0.0            16.503337       16.923047       -5.995911
    69   2 0.0            14.953227       17.800735       -5.975079
    70   2 0.0            16.473182       18.684074       -6.263274
    71   1 0.0             4.002056       12.237527        7.183701
    72   2 0.0             3.410961       12.018652        8.074097
    73   2 0.0             4.139801       11.323167        6.604845
    74   2 0.0             3.481847       12.978404        6.574944
    75   2 0.0             4.975616       12.629885        7.480921
    76   1 0.0            -2.379205      -17.762101       -9.621485
    77   2 0.0            -1.949734      -16.770138       -9.474285
    78   2 0.0            -2.970584      -18.035808       -8.746580
    79   2 0.0            -3.019195      -17.753838      -10.504914
    80   2 0.0            -1.577306      -18.488620       -9.760160
    81   1 0.0            22.325214      -14.121437       16.736072
    82   2 0.0            22.110469      -13.157875       16.271814
    83   2 0.0            22.657194      -14.826825       15.972974
    84   2 0.0            23.110281      -13.998082       17.483439
    85   2 0.0            21.422912      -14.502964       17.216063
    86   1 0.0            15.413032      -19.590570       21.638572
    87   2 0.0            15.475877      -19.817991       22.703670
    88   2 0.0            15.977454      -18.681311       21.426961
    89   2 0.0            15.829999      -20.419280       21.064568
    90   2 0.0            14.368800      -19.443698       21.359091
    91   1 0.0            -5.052435       19.369648       13.219237
    92   2 0.0            -4.923163       18.525036       13.897487
    93   2 0.0            -4.541621       20.243777       13.625526
    94   2 0.0            -4.629407       19.121547       12.244765
    95   2 0.0            -6.115548       19.588232       13.109171
    96   1 0.0             4.158249       -5.305721       -8.181482
    97   2 0.0             4.726860       -5.256110       -7.251792
    98   2 0.0             3.101936       -5.456073       -7.954106
    99   2 0.0             4.282180       -4.373119       -8.733748
   100   2 0.0             4.522020       -6.137581       -8.786281
   101   3 0.0           -13.157195       16.992518      -20.460146
   102   3 0.0           -12.440602       16.412746      -21.210960
   103   3 0.0           -11.973905      -20.227629       -0.755064
   104   3 0.0           -12.606867      -19.244812       -0.971375
   105   3 0.0             7.880867      -17.431977       10.450621
   106   3 0.0             8.384545      -18.493400       10.632420
   107   3 0.0           -16.274377        0.518762      -13.153465
   108   3 0.0           -17.133722        1.159296      -13.667861
   109   3 0.0             0.766776       23.886780       -2.118329
   110   3 0.0             1.105846       23.880689       -0.978875
   111   3 0.0             1.283203       -0.941590      -13.633531
   112   3 0.0             0.802473       -0.094291      -14.314961
   113   3 0.0             4.210394       17.822859       22.605681
   114   3 0.0             3.119971       17.801016       23.078823
   115   3 0.0            19.559671       -0.257858       20.625221
   116   3 0.0            19.117925       -0.994685       21.446992
   117   3 0.0            22.240650        4.578162       -2.380419
   118   3 0.0            23.398867        4.472261       -2.626753
   119   3 0.0             2.010499       18.540260       16.801019
   120   3 0.0             0.992845       18.025647       16.464990
   121   3 0.0            12.800872      -17.807429       13.018717
   122   3 0.0            12.012557      -17.003033       12.638099
   123   3 0.0             1.866297       19.692766       18.708496
   124   3 0.0             2.279791       20.806347       18.660297
   125   3 0.0             7.384009      -12.005433      -15.628591
   126   3 0.0             6.957957      -12.932519      -15.018385
   127   3 0.0             2.356788      -20.106895        6.712623
   128   3 0.0             2.013101      -20.976656        5.978623
   129   3 0.0            15.161135        7.407621       16.779537
   130   3 0.0            15.448983        8.560351       16.820983
   131   3 0.0           -20.848999      -19.311634       15.700041
   132   3 0.0           -20.699281      -19.379979       14.522639
   133   3 0.0            17.850587        6.869215      -24.426141
   134   3 0.0            18.477274        7.870417      -24.291163
   135   3 0.0             7.126374       -9.835441      -11.043343
   136   3 0.0             6.681134      -10.518358      -11.908645
   137   3 0.0             5.968276       17.917648       14.924812
   138   3 0.0             6.435612       17.025000       15.555796
   139   3 0.0             8.860051       24.525479      -15.566424
   140   3 0.0             9.491236       24.602762      -14.561937
   141   3 0.0            14.367373        1.722802        0.311509
   142   3 0.0            13.782206        1.981102       -0.690600
   143   3 0.0           -17.792606        5.028576        4.844683
   144   3 0.0           -16.748664        4.852609        4.303773
   145   3 0.0             2.608112      -14.243645       18.171443
   146   3 0.0             2.156910      -15.303527       17.877456
   147   3 0.0            19.895674      -13.068204       21.621746
   148   3 0.0            18.928898      -12.445890       21.319372
   149   3 0.0             5.609547       -1.495727       24.145424
   150   3 0.0             6.331709       -0.889144       23.421614
   151   3 0.0           -20.972343       16.345358       -4.115411
   152   3 0.0           -20.428126       16.768260       -3.146729
   153   3 0.0           -15.647486        0.416156      -17.333086
   154   3 0.0           -15.155636       -0.609832      -16.988421
   155   3 0.0            -4.893469      -13.136565      -20.225595
   156   3 0.0            -3.769054      -13.519899      -20.271521
   157   3 0.0           -14.649545      -10.509658      -15.919602
   158   3 0.0           -14.952038      -10.792189      -17.034068
   159   3 0.0           -13.719536      -12.332828       12.275969
   160   3 0.0           -13.031083      -11.377248       12.438024
   161   3 0.0           -18.257652       15.168712       21.123850
   162   3 0.0           -17.758513       15.716302       20.194136
   163   3 0.0            12.594371      -23.314382        7.685885
   164   3 0.0            12.553541      -22.272712        8.257390
   165   3 0.0            19.850935        5.459454      -12.403000
   166   3 0.0            21.038060        5.522094      -12.416084
   167   3 0.0            17.374390      -21.098502        9.521588
   168   3 0.0            17.196810      -20.411271       10.475286
   169   3 0.0             4.301567      -14.302714       -3.084610
   170   3 0.0             4.444701      -14.922205       -2.080068
   171   3 0.0           -14.396075      -17.882710      -14.130813
   172   3 0.0           -13.750788      -18.695749      -14.710411
   173   3 0.0            21.705538        8.207790       -5.808401
   174   3 0.0            22.875363        8.402845       -5.725782
   175   3 0.0           -24.696290       19.601863       -8.326968
   176   3 0.0           -23.580194       20.007797       -8.380899
   177   3 0.0             1.067643       14.865752      -15.212051
   178   3 0.0             2.159380       14.396337      -15.245533
   179   3 0.0           -23.345754       13.583764      -22.843681
   180   3 0.0           -22.677275       13.850289      -23.789969
   181   3 0.0           -15.801109       23.737699      -12.525211
   182   3 0.0           -14.619986       23.637974      -12.616674
   183   3 0.0            22.222428      -16.457274       24.276017
   184   3 0.0            22.217503      -16.240494       23.107110
   185   3 0.0            -5.645906        0.420265       20.647640
   186   3 0.0            -5.886483       -0.256288       19.700138
   187   3 0.0            -2.443656      -21.645179        1.706282
   188   3 0.0            -2.876693      -20.540053        1.638927
   189   3 0.0            18.955506        0.857073      -23.346980
   190   3 0.0            20.055298        1.304058      -23.283539
   191   3 0.0            -0.613370       -8.965533       24.381121
   192   3 0.0            -0.060879       -8.105845       23.773625
   193   3 0.0           -11.581435       -3.724865       -8.263887
   194   3 0.0           -11.902177       -3.980147       -9.379825
   195   3 0.0           -21.341282        7.156815       -2.280074
   196   3 0.0           -21.628358        8.286664       -2.046855
   197   3 0.0            11.569568      -16.792213       20.658345
   198   3 0.0            10.501394      -16.699786       20.144709
   199   3 0.0            13.799789        9.115399      -18.851794
   200   3 0.0            13.135685       10.074325      -19.081550
   201   3 0.0            -1.288384      -16.532697      -14.101642
   202   3 0.0            -1.176420      -17.546686      -14.712096
   203   3 0.0           -17.363290       -3.197560        5.551976
   204   3 0.0           -17.535042       -2.798888        6.658739
   205   3 0.0           -23.922231      -11.607174       21.395677
   206   3 0.0           -24.989861      -11.323048       21.834765
   207   3 0.0             9.721587        5.661640      -10.463813
   208   3 0.0             9.781998        6.401726      -11.392245
   209   3 0.0           -21.468242       -8.402625      -10.602479
   210   3 0.0           -21.759679       -7.518913      -11.342398
   211   3 0.0            -1.638746       -7.414494       19.555502
   212   3 0.0            -2.391108       -6.594258       19.137740
   213   3 0.0            23.008779        5.962639       -9.607147
   214   3 0.0            22.161557        5.129237       -9.575247
   215   3 0.0            -7.961795      -23.985802      -11.415742
   216   3 0.0            -6.810100      -23.745866      -11.587180
   217   3 0.0             2.674649      -25.001066      -24.022781
   218   3 0.0             2.505476      -24.351722      -25.004155
   219   3 0.0            11.699157       -3.588826      -11.451428
   220   3 0.0            11.926470       -4.718839      -11.742565
   221   3 0.0            -9.507357        3.402592        2.762217
   222   3 0.0            -8.964074        2.502571        3.317345
   223   3 0.0            12.188125       11.294189       -7.518301
   224   3 0.0            11.663666       10.360709       -7.001660
   225   3 0.0            20.813290        3.030369       -6.763072
   226   3 0.0            21.600414        2.307215       -6.242643
   227   3 0.0             2.936800       14.709103       -5.409800
   228   3 0.0             2.156301       13.917654       -4.988148
   229   3 0.0            16.117843       17.637588        1.705586
   230   3 0.0            14.955581       17.885137        1.740650
   231   3 0.0           -18.131644      -18.054030        8.939491
   232   3 0.0           -19.238260      -18.282657        9.308938
   233   3 0.0            -3.588387      -24.484460       -8.411203
   234   3 0.0            -4.100143      -23.562443       -7.862247
   235   3 0.0             2.163078       23.325005       14.572941
   236   3 0.0             3.026179       22.770864       13.971821
   237   3 0.0             1.566931       18.489418       -2.021320
   238   3 0.0             1.940343       19.591357       -2.265570
   239   3 0.0            -2.559458      -18.540030      -20.655705
   240   3 0.0            -1.809660      -17.639479      -20.455272
   241   3 0.0             1.652084       -6.213908       17.183697
   242   3 0.0             2.021273       -7.343192       17.225898
   243   3 0.0           -13.166287      -22.267504      -13.207392
   244   3 0.0           -12.634626      -22.530410      -12.177063
   245   3 0.0            24.564420       -7.395204      -13.118134
   246   3 0.0            24.252628       -6.303870      -12.764385
   247   3 0.0             0.676975       17.489712       10.468389
   248   3 0.0             0.560079       18.531452       11.029170
   249   3 0.0            13.675012       -2.292474      -18.921389
   250   3 0.0            14.445038       -3.147212      -18.621647
   251   3 0.0            -5.759564       21.143263       16.784121
   252   3 0.0            -5.725293       21.761353       17.799085
   253   3 0.0            20.249543        1.014905        2.399529
   254   3 0.0            19.656844        1.523007        1.502923
   255   3 0.0            23.917436        3.442795        0.971813
   256   3 0.0            24.185247        3.388668        2.128839
   257   3 0.0            -2.581945        5.725688        8.836443
   258   3 0.0            -2.405644        5.512644        7.680203
   259   3 0.0             2.279086       -2.059568       11.779616
   260   3 0.0             2.002415       -1.245298       10.958776
   261   3 0.0             4.308766      -13.322771        5.554457
   262   3 0.0             3.756848      -12.593650        4.794766
   263   3 0.0            -7.999836        6.336860       -1.261102
   264   3 0.0            -7.873774        6.104795       -0.101958
   265   3 0.0             8.277615      -12.566610       -7.267596
   266   3 0.0             7.392668      -13.285184       -7.605061
   267   3 0.0            -4.064266       15.261168       -4.178849
   268   3 0.0            -3.998627       15.226972       -5.365392
   269   3 0.0            14.207708       17.536434        9.443802
   270   3 0.0            13.109103       17.888357        9.156434
   271   3 0.0             5.531414       20.343917        3.620486
   272   3 0.0             4.411589       20.270902        3.228030
   273   3 0.0           -18.523923      -18.836335       14.069474
   274   3 0.0           -18.399106      -19.973092       14.394383
   275   3 0.0            14.969702       16.313484       12.284443
   276   3 0.0            15.999371       16.889662       12.429921
   277   3 0.0            -9.853439        8.059686      -19.279969
   278   3 0.0            -8.762902        8.355559      -18.910442
   279   3 0.0            -6.864039       -4.617306       15.248108
   280   3 0.0            -7.747675       -5.122270       14.633648
   281   3 0.0           -15.502778      -14.558537       11.858467
   282   3 0.0           -15.607940      -15.517321       11.163459
   283   3 0.0             2.869911       -0.438213      -15.917783
   284   3 0.0             3.821451        0.127958      -16.350662
   285   3 0.0            22.935481      -22.566712        7.092273
   286   3 0.0            23.024729      -23.422086        7.913085
   287   3 0.0             3.836089        6.250419       24.995450
   288   3 0.0             4.178850        5.443229       24.192755
   289   3 0.0           -12.971064      -23.913971       15.810566
   290   3 0.0           -12.325923      -24.856381       16.140746
   291   3 0.0             7.186678        6.377806      -19.109722
   292   3 0.0             6.030521        6.368439      -19.386446
   293   3 0.0            -8.769464      -21.917723        9.413489
   294   3 0.0            -9.048354      -23.051758        9.190897
   295   3 0.0            13.343736        5.240833      -23.405957
   296   3 0.0            14.439602        5.695683      -23.331443
   297   3 0.0            -9.781744      -21.234044       19.540246
   298   3 0.0            -9.990322      -21.143406       20.707140
   299   3 0.0            -9.428375        5.296927       11.398583
   300   3 0.0           -10.200297        5.086253       12.277853
